190;Cirkevné gymnázium Štefana Mišíka; Radničné námestie 271/8;Spišská Nová Ves;052 01;35565136;35565136;Cirkevne gymnázium;CRadn8SN;Radničné námestie 271/8;Spišská Nová Ves;05201;gym.misika@gmail.com;810
192;Základná škola Juh 1054 ;Juh 1054;Vranov nad Topľou;093 01;37873369;37873369;Základná škola;ZJuh10VT;Juh 1054;Vranov nad Topľou;09301;skola@zsjuhvv.edu.sk;713
193;Základná škola Košická;Novohradská 3;Bratislava;821 09;None;;;;;;;;
194;Gymnázium V. Mihálika;Kostolná 8;Sereď;926 01;160351;160351;Gymnázium V.Mihálika;GKost8GA;Kostolná 119/8;Sereď;92601;gymsered@zupa-tt.sk;202
195;Základná škola Gašpara Haina;Gašpara Haina 37;Levoča;054 01;37785834;37785834;Základná škola;ZGas37LE;Gašpara Haina 37;Levoča;05401;zsghle@zsghle.sk;704
196;Základná škola Ing. O. Kožucha ;Ing. O. Kožucha 11;Spišská Nová Ves;052 01;35546077;35546077;Základná škola;ZIng11SN;Ing. O. Kožucha 11;Spišská Nová Ves;05201;sekretariat.zskozuchasnv@gmail.com;810
197;Základná škola s materskou školou Plavnica;Plavnica 244;Plavnica;065 45;37872915;37872915;Základná škola s MŠ;ZPl244SL;Plavnica 244;Plavnica;06545;zsplavnica@gmail.com;710
198;Gymnázium Terézie Vansovej;17. novembra 6;Stará Ľubovňa;064 01;161217;161217;Gymnázium T. Vansovej;G17no6SL;17. novembra 6;Stará Ľubovňa;06401;gymnsl@stonline.sk;710
199;Základná škola P. Jilemnického;P. Jilemnického 2;Zvolen;960 01;None;;;;;;;;
200;Katolícka spojená škola sv. Mikuláša;Duklianska 16;Prešov;080 01;37946765;37946765;Spojená škola;SLPo22PO;Ľ. Podjavorinskej 22;Prešov;08005;info@spojenaskola.sk;707
201;Základná škola s materskou školou R. Hečku;Dolná Súča 252;Dolná Súča;913 32;36125873;36125873;ZŠ s MŠ Rudolfa Hečku;ZDo252TN;Dolná Súča 252;Dolná Súča;91332;zskladnw@zsdolsuca.edu.sk;309
202;Gymnázium P. J. Šafárika;Akademika Hronca 1 ;Rožňava;048 01;161144;161144;Gymnázium P. J.Šafárika;GAkad1RV;Akademika Hronca 1;Rožňava;04801;skola@gymrv.sk;808
203;Základná škola Juh 1054;Juh 1054;Vranov nad Topľou;093 01;37873369;37873369;Základná škola;ZJuh10VT;Juh 1054;Vranov nad Topľou;09301;skola@zsjuhvv.edu.sk;713
204;Základná škola Jána Amosa Komenského;Nová cesta 589/9 ;Tvrdošovce;941 10 ;None;;;;;;;;
205;Základná škola Výčapy - Opatovce;Výčapy - Opatovce 185;Výčapy - Opatovce;951 44;37865579;37865579;Základná škola;ZSkol1NR;Školská 185/1;Výčapy-Opatovce;95144;m.civanova@centrum.sk;403
206;Univerzita Karlova, Přírodovědecká fakulta;Albertov 6;Praha;128 43;None;;;;;;;;
207;Základná škola s materskou školou Gaštanová 56;Viedenská 2;Košice;04013;None;;;;;;;;
209;Gymnázium Giraltovce;Dukelská 30;Giraltovce;087 01;160946;160946;Gymnázium;GDuk30SK;Dukelská 30;Giraltovce;08720;sekretariat@gym-giraltovce.vucpo.sk;712
210;学習院高等科;目白1-5-1;東京都豊島区;171-0031;None;;;;;;;;
211;Obchodná akadémia Kálmána Kittengergera 2;Kálmána Kittengergera 2;Levice;934 40;None;;;;;;;;
213;Základná škola Žarnovica;Fr. Kráľa 838;Žarnovica;966 81;None;;;;;;;;
214;Základná škola Mlynská 50;Mlynská 50;Senec;903 01;36071161;36071161;Základná škola;ZMly50SC;Mlynská 50;Senec;90301;riaditel.zsm50@gmail.com;108
215;SPŠ Bardejov;Komenského 5;Bardejov;085 42;161705;161705;Str. priemyselná škola;SKome5BJ;Komenského 5;Bardejov;08501;sekretariat@sps-bj.vucpo.sk;701
216;Základná škola Dr. J. Dérera ;Ul. gen. M. R. Štefánika 7;Malacky;901 01;None;;;;;;;;
217;Základná škola Gemerská;Gemerská 2;Košice;040 01;31263119;31263119;Základná škola;ZGeme2KE;Gemerská 2;Košice-Juh;04001;zsgemerska@gmail.com;805
218;Gymnázium Vojtecha Mihálika Sereď;Kostolná 119;Sereď;926 01;160351;160351;Gymnázium V.Mihálika;GKost8GA;Kostolná 119/8;Sereď;92601;gymsered@zupa-tt.sk;202
219;Súkromná základná škola Slobody 1;Slobody;Košice;040 01;35554304;35554304;Súkromná základná škola;SSlob1KE;Slobody 1;Košice-Západ;04011;skola@szsslobodyke.sk;803
220;Gymnázium Matky Alexie;Jesenského 4/A;Bratislava;811 02 ;17318840;17318840;Gymnázium Matky Alexie;GJese4BA;Jesenského 4/A;Bratislava-Staré Mesto;81102;gymnazium.alexia@gmail.com;101
221;Stredná odborná škola Pruské;Pruské 294;Pruské;018 52;159298;159298;Stredná odborná škola;SPr294IL;Pruské 294;Pruské;01852;info@sospruske.sk;302
222;Stredná odborná škola ;Pruské 294;Pruské;018 52;159298;159298;Stredná odborná škola;SPr294IL;Pruské 294;Pruské;01852;info@sospruske.sk;302
223;Základná škola sv. Cyrila a Metoda;Bernolákova 18;Košice;04001;17079756;17079756;ZŠ sv. Cyrila a Metoda;ZBer18KE;Bernolákova 18;Košice-Západ;04011;zscamke@gmail.com;803
224;Základná škola Kežmarská 28, Košice;Kežmarská 28;Košice;040 11;35542713;35542713;Základná škola;ZKez28KE;Kežmarská 28;Košice-Západ;04011;skola@zskezmarska28.sk;803
225;Základná škola s materskou školou Tajovského 17, Poprad;Tajovského 2764/17 ;Poprad;058 01;None;;;;;;;;
226;Základná škola J.A.Komenského, Revúca;Komenského;Revúca;05001;37833847;37833847;Základná škola J.A.K;ZKome7RA;Komenského 7;Revúca;05001;zskomre@zskomre.edu.sk;608
227;Základná škola Kubranská 80, Trenčín;;;911 01;None;;;;;;;;
228;Gymnázium Jána Hollého;Na hlinách 7279/30;Trnava;91701;160466;160466;Gymnázium J.Hollého;GNah30TT;Na hlinách 7279/30;Trnava;91701;gyjhtt@zupa-tt.sk;207
229;Gymnázium Milana Rastislava Štefánika;Námestie L. Novomeského 4;Košice;042 24;None;;;;;;;;
230;Základná škola s materskou školou Kalinovo;;;;None;;;;;;;;
231;CZŠ R. Zaymusa;R.Zaymusa 3;Žilina;01001;None;;;;;;;;
232;Súkromna základná škola Bajkalská;Bajkalská 20;Bratislava;82108;None;;;;;;;;
233;Základná škola Trieda SNP 20 Banská Bystrica;Trieda SNP 20;Banská Bystrica;974 01;35677767;35677767;Základná škola;ZTri20BB;Trieda SNP 20;Banská Bystrica;97447;zs.snp20@stonline.sk;601
235;Základná škola Kúpeľná;Kúpeľná;Prešov;080 01;36165620;36165620;Základná škola;ZKupe2PO;Kúpeľná 2;Prešov;08001;skola@zskuppo.sk;707
238;Gymnázium Frederika Garcíu Lorcu;Hronská 3;Bratislava;821 07;17337097;17337097;Gymnázium F. G. Lorcu;GHron3BA;Hronská 3;Bratislava-Podunajské Bis;82107;gymhron@gymhron.edu.sk;102
241;Základní škola Mohylová Praha 5;Mohylová  1963;Praha;155 00;None;;;;;;;;
242;Křesťanské gymnázium v Praze 10;Kozinova 1000;Praha;102 00;None;;;;;;;;
243;Základná škola Bystré;Hermanovská 347/7;Bystré;094 34;None;;;;;;;;
244;Základná škola, Školská 558/1, 094 14 Sečovská Polianka;Školská 558/1;Sečovská Polianka;094 14;37873326;37873326;Základná škola;ZSk558VT;Školská 558;Sečovská Polianka;09414;zsspolianka@gmail.com;713
245;Základná škola s materskou školou Spišské Bystré;Michalská 398/8;Spišské Bystré;059 18;None;;;;;;;;
246;ZŠ Komenského 2, Svit;Komenského 2;Svit;059 21;17068975;17068975;Základná škola;ZKome2PP;Komenského 2;Svit;05921;zssvit@zssvit.eu;706
247;Základná Škola Ďumbierska 17;Ďumbierska 17;Banská Bystrica;;35677686;35677686;Základná škola;ZDum17BB;Ďumbierska 17;Banská Bystrica;97411;skola@zsdumbb.edu.sk;601
248;Gymnazium Dominika Tatarku ;Dominika Tatarku;Poprad;058 01;None;;;;;;;;
249;Škola Pre Mimoriadne Nadané Deti a Gymnázium;Teplická 7;Bratislava;831 02;None;;;;;;;;
250;Cirkevná základná škola s materskou školou sv. Gorazda;Solivarská 49;Prešov;08005;50639668;50639668;CZŠ s MŠ sv. Gorazda;CSol49PO;Solivarská 49;Prešov;08005;zsmsgorazd@gmail.com;707
251;Základná škola v Kračúnovciach;Kračúnovce 277;Kračúnovce;08701;36158321;36158321;Základná škola;ZKr277SK;Kračúnovce 277;Kračúnovce;08701;zskracunovce@centrum.sk;712
252;Základná škola s Materskou školou Rabčice;Rabčice 194;Rabčice;02945;37812076;37812076;Základná škola s MŠ;ZRa194NO;Rabčice 194;Rabčice;02945;zsrabcice@zsrabcice.edu.sk;507
253;Základná škola Obchodná ;Obchodná 5;Sečovce;07801;35541202;35541202;Základná škola;ZObch5TV;Obchodná 5;Sečovce;07801;skola@zsobchodsec.edu.sk;811
254;Základná škola, Okružná 17, Michalovce;Okružná 17;Michalovce;071 01;17080754;17080754;Základná škola;ZOkr17MI;Okružná 17;Michalovce;07101;zsokruzna17@zsokruzna.sk;807
255;Základná škola s materskou školou Pod papierňou 16A, Bardejov;Pod papierňou 16A;Bardejov;085 01;37874004;37874004;Základná škola s MŠ;ZPod16BJ;Pod papierňou 16A;Bardejov;08501;zspodpapiernou@gmail.com;701
256;Súkromná základná škola United Nations Elementary School;Javorová 644/12;Nitra;949 01;42369649;42369649;Súkr. základná škola;SJav12NR;Javorová 644/12;Nitra;94901;nitra@unes.sk;403
257;Základná škola Borodáčova 2, Bratislava;Borodáčova 2;Bratislava;821 03;31780784;31780784;Základná škola;ZBoro2BA;Borodáčova 2;Bratislava-Ružinov;82103;skola@borodacova.sk;102
258;Zš Podzáhradná 51;Podzáhradná;Bratislava;821 06;31745041;31745041;Základná škola;ZPod51BA;Podzáhradná 51;Bratislava-Podunajské Bis;82107;heldova@zspodzaba.sk;102
260;PS 107;1301 8th Ave;New York;11215;None;;;;;;;;
261;ZŠ Báhoň;Ul. 1. mája 3;Báhoň;90084;31816908;31816908;Základná škola s MŠ;ZUl1m3PK;Ul. 1. mája 3;Báhoň;90084;info@zsbahon.edu.sk;107
262;FZŠ O.Chlupa;Fingerova 2186/17;Praha;158 00;None;;;;;;;;
263;ZŠ M. R. Štefánika ;Haličská cesta 1191/8;Lučenec;984 03;35991593;35991593;Základná škola M.R.Š.;ZHali8LC;Haličská cesta 1191/8;Lučenec;98403;zsstefanikalc@gmail.com;606
264;Základná škola Komenského 6, Stará Ľubovňa;Komenského 6;Stará Ľubovňa;06401;35534681;35534681;Základná škola;ZKome6SL;Komenského 6;Stará Ľubovňa;06401;riaditelzskom@gmail.com;710
265;Základná škola s materskou školou Cádrova;Cádrova 23;Bratislava;83101;31785212;31785212;Základná škola s MŠ;ZCad23BA;Cádrova 23;Bratislava-Nové Mesto;83101;vedenie@zscadrova.sk;103
266;Súkromná základná škola, Lermontovova, Košice ;Lermontovova 1;Košice;040 01;35568003;35568003;Súkromná základná škola;SLerm1KE;Lermontovova 1;Košice-Staré Mesto;04001;sukromna.skola@centrum.sk;802
267;Základná škola Albína Brunovského;Obchodná 7;Zohor;90051;36063959;36063959;Základná škola;ZObch7MA;Obchodná 7;Zohor;90051;stefanovicoval@gmail.com;106
269;Základná škola, Slovanská 1415/7, Považská Bystrica;Slovanská;Považská Bystrica;01707;35995955;35995955;Základná škola;ZSlov7PB;Slovanská 1415/7;Považská Bystrica;01707;7zs@stonline.sk;306
270;Základná škola Pankúchova 4;Pankúchova 4;Bratislava;851 04;31781853;31781853;Základná škola;ZPank4BA;Pankúchova 4;Bratislava-Petržalka;85104;zs.pankuch@gmail.com;105
271;Schule Schmitten;Gwattstrasse 12;Schmitten;3185;None;;;;;;;;
274;Gymnázium Christiana Dopplera Praha;Zborovská 621/45;Praha;150 00;None;;;;;;;;
275;Gymnázium Park Mládeže;Park Mládeže 5;Košice;04001;35531754;35531754;Gymnázium;GPark5KE;Park mládeže 5;Košice-Sever;04001;skola@gpm.sk;802
276;Základná škola Ivana Branislava Zocha, Revúca;Jilemnického;Revúca;05001;37833855;37833855;Základná škola I.B.Z.;ZJile3RA;Jilemnického 3;Revúca;05001;skola@zsibzochare.edu.sk;608
277;ZŠ Vajanského 2844/47, Lučenec;Vajanského 2844/47;Lučenec;984 01;None;;;;;;;;
278;Základná škola sv. Alžbety;Školská 15;Nová Baňa;968 01;30232481;30232481;Základná škola sv. Al.;ZSko15ZC;Školská 15;Nová Baňa;96801;riaditelczsnb@gmail.com;612
279;Gymnázium Opatovská cesta 7;Opatovská cesta 7;Košice;040 01;162159;162159;Gymnázium;GOpat7KE;Opatovská cesta 7;Košice-Vyšné Opátske;04001;riaditel@opatovska.sk;805
280;Súkromne bilingválne gymnázium Česká 10;Česká 10, Nové Mesto;Bratislava;83103;None;;;;;;;;
281;Súkromná základná škola Felix;Krásnohorská;Bratislava;85107;42448484;42448484;Súkr. ZŠ FELIX;SKra14BA;Krásnohorská 14;Bratislava-Petržalka;85107;info@skolafelix.sk;105
282;Základná škola Gaštanová 56;Gaštanová 56;Žilina;010 01;37810898;37810898;Základná škola s MŠ;ZGas56ZA;Gaštanová 56;Žilina;01007;zsgastanovaza@gmail.com;511
283;Gymnázium Jiřího Gutha-Jarkovského;Truhlářská 22;Praha;11000;None;;;;;;;;
284;Malostranské gymnázium, Praha 1;Josefská 7;Praha;118 00;None;;;;;;;;
286;Základná škola Bystrická cesta 14 ;Bystrická cesta 14;Ružomberok;03401;37810839;37810839;Základná škola;ZBys14RK;Bystrická cesta 14;Ružomberok;03401;zsbystricka@gmail.com;508
287;Základná škola s materskou školou Pečovská Nová Ves;Školská 459/12;Pečovská Nová Ves;08256;36158097;36158097;Základná škola s MŠ;ZSko12SB;Školská 459/12;Pečovská Nová Ves;08256;zssmspecovska@gmail.com;708
288;Základná škola Š.M.Daxnera;Dr.V.Clementisa 13;Rimavská Sobota;97901;37831721;37831721;Základná škola;ZDrV13RS;Dr. V. Clementisa 13;Rimavská Sobota;97901;skola@zsclemrs.edu.sk;609
290;SZŠ & Gymnázium CENADA;;;;None;;;;;;;;
291;Greenbrier Elementary School;2228 Greenbrier Drive;Charlottesville;22901;None;;;;;;;;
292;Základná škola Šmeralova 25 Prešov;Šmeralova;Prešov;08001;36159034;36159034;Základná škola;ZSme25PO;Šmeralova 25;Prešov;08001;spravca@zssmeralpo.edu.sk;707
295;Základná škola s VJM Buzica;Buzica 327;Buzica;044 73;35544015;35544015;Základná škola s VJM;ZBu327KS;Buzica 327;Buzica;04473;zsbuzica1@gmail.com;806
296;ZŠ s MŠ Vývojová 228, Bratislava-Rusovce;Vývojová 228;Bratislava;851 10;31781845;31781845;Základná škola s MŠ;ZVy228BA;Vývojová 228;Bratislava-Rusovce;85110;zsrusovce@zsrusovce.sk;105
298;Základná škola Ul. Dr. Janského;Ul. Dr. Janského 2;Žiar nad Hronom;965 01;None;;;;;;;;
299;Gymnázium armádneho generála Ludvíka Svobodu;Komenského;Humenné;066 01 ;None;;;;;;;;
300;ZŠ s MŠ Cádrova;Cádrova 23;Bratislava;83101;31785212;31785212;Základná škola s MŠ;ZCad23BA;Cádrova 23;Bratislava-Nové Mesto;83101;vedenie@zscadrova.sk;103
301;Evanjelické gymnázium Juraja Tranovského;Komenského 1317/10;Liptovský Mikuláš;031 01;710261772;710261772;Gymnázium pri ESŠ;GKom10LM;Komenského 10;Liptovský Mikuláš;03101;sekretariat@esslm.sk;505
302;Základná škola Zlatá 2;Zlatá 2;Rožňava;04801;35543639;35543639;Základná škola;ZZlat2RV;Zlatá 2;Rožňava;04801;zszlata2@gmail.com;808
305;Základná škola Jána Švermu;J. Švermu ;Michalovce;07101;None;;;;;;;;
308;Gymnázium Veľká Okružná 22;Veľká okružná;Žilina;010 01;160890;160890;Gymnázium;GVel22ZA;Veľká okružná 22;Žilina;01001;gvoza@gvoza.sk;511
309;Stredná priemyselná škola v Dubnici nad Váhom;Obrancov mieru 343/1;Dubnica nad Váhom;018 41;42026393;42026393;Stredná odborná škola;SBra18IL;Bratislavská 439/18;Dubnica nad Váhom;01841;riaditel@sosdca.tsk.sk;302
311;SZŠ Bajkalská;Bajkalská 20;Bratislava;821 08;None;;;;;;;;
312;Základná škola s materskou školou Oravské Veselé;;Oravské Veselé 377;02962;37810341;37810341;Základná škola s MŠ;ZOr377NO;Oravské Veselé 377;Oravské Veselé;02962;skola@zsmsorvesele.edu.sk;507
313;Súkromná ZŠ Devín, Kremeľská;Kremeľská 2;Bratislava;84110;None;;;;;;;;
314;Základná škola Kulíškova;Kulíškova 8;Bratislava;82108;31780792;31780792;Základná škola;ZKuli8BA;Kulíškova 8;Bratislava-Ružinov;82108;skola@zskuliskova.sk;102
315;Village School;215 East High Street;Charlottesville;22902;None;;;;;;;;
316;Zakladná škola s Materskou školou Liptovský Hrádok;Hradná;Liptovský Hrádok;03302;37910477;37910477;Základná škola s MŠ;ZHr342LM;Hradná 342;Liptovský Hrádok;03301;zshrlh@gmail.com;505
317;Súkromná spojená škola European English School, organizačná zložka Súkromná základná škola;Solivarská 28;Prešov;080 01;710252862;710252862;Súkr. spoj. škola - ZŠ;SSol28PO;Solivarská 28;Prešov;08005;skola@sgpo.sk;707
318;Hotelová akadémia Ľudovíta Wintera;Stromová ;Piešťany;92101;162019;162019;Hotelová akadémia;HStr34PN;Stromová 34;Piešťany;92101;hotelakad@zupa-tt.sk;204
319;Gymnázium Ladislava Novomeského;Tomášikova 2;Bratislava;;605786;605786;Gymnázium L.Novomeského;GToma2BA;Tomášikova 2;Bratislava-Ružinov;82729;norbert.kyndl@gln.sk;102
320;Stredná Priemyselná škola Elektrotechnická, Košice;Komenského 44;Košice;040 01;None;;;;;;;;
321;Základná škola Májové námestie 1, Prešov;Májové námestie 1;Prešov;08001;36165638;36165638;Základná škola;ZMajo1PO;Májové námestie 1;Prešov;08001;majovka@zsmajovenampo.edu.sk;707
322;Základná škola s materskou školou;Hlavná 367/7;Kapušany;08212;37873253;37873253;Základná škola s MŠ;ZHlav7PO;Hlavná 367/7;Kapušany;08212;riaditel@zskapusany.edu.sk;707
323;Gymnázium Komenského 32, Trebišov;Komenského 32;Trebišov;07501;161241;161241;Gymnázium;GKom32TV;Komenského 32;Trebišov;07501;skola@gymtv.sk;811
324;Základná škola;Májové námestie 1;Prešov;08001;36165638;36165638;Základná škola;ZMajo1PO;Májové námestie 1;Prešov;08001;majovka@zsmajovenampo.edu.sk;707
325;Základná škola s materskou školou M. Hamuljaka Oravská Jasenica;;Oravská Jasenica;02964;37810308;37810308;Základná škola s MŠ;ZOr141NO;Oravská Jasenica 141;Oravská Jasenica;02964;prielomkova@centrum.sk;507
326;Základná škola s materskou školou M. Hamuljaka ;Oravská Jasenica;Oravská Jasenica;02964;37810308;37810308;Základná škola s MŠ;ZOr141NO;Oravská Jasenica 141;Oravská Jasenica;02964;prielomkova@centrum.sk;507
327;Stredná odborná škola technická - Műszaki Szakközépiskola;Bratislavská cesta 10 ;Komárno;945 01 ;891592;891592;Stredná odborná škola;SBra10KN;Bratislavská cesta 10;Komárno;94525;soskn@soskn.sk;401
328;Gymnázium Andreja Kmeťa;Kolpašská 1738/9;Banská Štiavnica;969 17;160539;160539;Gymnázium A.K.;GKolp9BS;Kolpašská 1738/9;Banská Štiavnica;96917;schranka@gymbs.sk;602
329;Základná škola Krosnianská 2, Košice;Krosnianská 2;Košice;040 22;35546867;35546867;Základná škola;ZKros2KE;Krosnianska 2;Košice-Dargovských hrdino;04022;riaditel@zskrosnianke.edu.sk;804
330;Cirkevná spojená škola Dolný Kubín;Okružná 2062/25;Dolný Kubín;02601;None;;;;;;;;
331;Gymnázium Zvolen;Hronská 3;Zvolen;96001;160865;160865;Gymnázium Ľ.Š.;GHron3ZV;Hronská 1467/3;Zvolen;96049;ivetta.vidova@gymzv.sk;611
332;Základná škola s materskou školou Kapušany;Hlavná 367/7;Kapušany;08212;37873253;37873253;Základná škola s MŠ;ZHlav7PO;Hlavná 367/7;Kapušany;08212;riaditel@zskapusany.edu.sk;707
333;Súkromné bilingválne gymnázium Galanta;Hodská 10 ;Galanta;92401;17050146;17050146;Gymnázium J. Matúšku;GStv34GA;Štvrť SNP 1004/34;Galanta;92401;gymslovga@zupa-tt.sk;202
334;Institut Sain-André;Chaussée de Boondael 256;Ixelles;1050;None;;;;;;;;
335;Institut Saint-André;Chaussée de Boondael 256;Ixelles;1050;None;;;;;;;;
336;ZŠ s MŠ Gogoľova;Gogoľova 2143/7 ;Topoľčany;955 01;42211476;42211476;Základná škola s MŠ;ZGogo7TO;Gogoľova 2143/7;Topoľčany;95501;zsmsgogolova@gmail.com;406
337;Základná škola Michaľany;Školská 339/2;Michalany pri Trebisove;076 14;35541253;35541253;Základná škola;ZSkol2TV;Školská 339/2;Michaľany;07614;riaditel@zsskolmich.edu.sk;811
338;CZŠ Narnia;Beňadická 3040/38;Bratislava;85106;30809193;30809193;Cirkevná ZŠ Narnia;CBen38BA;Beňadická 38;Bratislava-Petržalka;85106;tajomnik@narnia.sk;105
339;ZŠ Balabenka;Na;;;None;;;;;;;;
340;Stredná odborná škola polytechnická, Jelšavská 404, Dolný Kubín-Kňažia;Jelšavská 404, 026 01 Dolný Kubín;Kňažia ;026 01;None;;;;;;;;
341;Obchodná akadémia Pezinok;Myslenická 1;;;None;;;;;;;;
342;Základná škola Gbelce; J. Stampayho;Gbelce;94342;None;;;;;;;;
345;Základná škola s materskou školou Brusno;Školská 622;Brusno;976 62;35677805;35677805;Základná škola s MŠ;ZBr622BB;Brusno 622;Brusno;97662;zsbrusno@gmail.com;601
346;Základná škola Smižany, Komenského 3;Komenského 3;Smižany;053 11;35541385;35541385;Základná škola;ZKome3SN;Komenského 3;Smižany;05311;info@zssmizany.sk;810
347;Základná škoola Bernoláková 16;Bernoláková 16;Košice;04011;35543019;35543019;Základná škola;ZBer16KE;Bernolákova 16;Košice-Západ;04011;zsberke@centrum.sk;803
348;Cirkevná základná škola sv. Cyrila a Metoda;Komenského;Sereď;926 01;34003304;34003304;CZŠ sv. Cyrila a Metoda;CKom41GA;Komenského 3064/41;Sereď;92601;riaditel@czssered.edu.sk;202
