code,district,name,street,city,zip_code,email,abbreviation
036071200,108,Základná škola,Tajovského 1,Senec,90301,skola@zstajovskeho.sk,ZTajo1SC
036062227,108,Základná škola,Školská 7,Tomášov,90044,zstomasov@zstomasov.sk,ZSkol7SC
036071226,108,Základná škola s VJM,Školská 7,Tomášov,90044,zsmadtom@zsmadtom.sk,ZSkol7SC
710055463,108,Základná škola,Tureň 200,Tureň,90301,zsturen@gmail.com,ZTu200SC
036071102,108,Základná škola,Školská 4,Veľký Biel,90024,zsvelkybiel@gmail.com,ZSkol4SC
031811949,108,Základná škola s MŠ,Hlavná 113,Čataj,90083,skola@zscataj.edu.sk,ZHl113SC
710055501,201,Základná škola s VJM,Blatná na Ostrove 203,Blatná na Ostrove,93032,zdpladnk@zsmblatna.edu.sk,ZBl203DS
037836447,201,Základná škola s VJM,Hlavná 41/113,Dolný Štál,93010,zsdstal@panelnet.sk,ZHl113DS
031825389,201,Reformovaná ZŠ s VJM,Hlavná 85,Dolný Štál,93010,reformoy@gmail.com,RHla85DS
036086576,201,Základná škola s VJM,Hviezdoslavova ul. 2094/2,Dunajská Streda,92901,mj.vambery@gmail.com,ZHvie2DS
036081078,201,Základná škola,Jilemnického ulica 204/11,Dunajská Streda,92901,zsdsjil@stonline.sk,ZJil11DS
036086789,201,Základná škola s VJM,Komenského ulica 1219/1,Dunajská Streda,92901,kodalyds@kodalyds.eu,ZKome1DS
036081086,201,Základná škola,Smetanov háj 286/9,Dunajská Streda,92901,zssmetanovhajds@mail.t-com.sk,ZSmet9DS
031825001,201,Cirkevná ZŠ s VJM,Trhovisko 1,Dunajská Streda,92901,czssvjana@gmail.com,CTrho1DS
036081019,201,Základná škola s VJM,Školská ulica 936/1,Dunajská Streda,92901,zsszabo@zsszabo.sk,ZSkol1DS
036086584,201,Základná škola s VJM,Komenského 1081/1,Gabčíkovo,93005,zs.amade.gabcikovo@gmail.com,ZKome1DS
036086592,201,Základná škola,Komenského 1082/3,Gabčíkovo,93005,zs@zsgabcikovo.edu.sk,ZKome3DS
036094137,201,Základná škola s VJM,Póšfa 82,Holice,93034,trencsikzsholice@real-net.sk,ZPos82DS
036081094,201,Základná škola s VJM,Hlavná 120,Horná Potôň,93036,zshornapoton@stonline.sk,ZHl120DS
710055781,201,Základná škola s VJM,Školská ulica 5,Horné Mýto,93013,skola@zsmhmyto.edu.sk,ZSkol5DS
037836382,201,Základná škola s VJM,Hlavná 45,Horný Bar,93033,zshornybar@post.sk,ZHla45DS
037836439,201,ZŠ s MŠ s VJM,Záhradná 202,Jahodná,93021,zsjahodna@obecjahodna.sk,ZZa202DS
710055633,201,Základná škola s VJM,Šipošovské 514,Kostolné Kračany,93003,skolakkracany@gmail.com,ZSi514DS
052250270,201,Základná škola,Kvetoslavov 266,Kvetoslavov,93041,zskvetoslavov@centrum.sk,ZKv266DS
710055650,201,ZŠ s MŠ s VJM,Kútniky 644,Kútniky,92901,zsmskutniky@gmail.com,ZKu644DS
036094099,201,Základná škola s VJM,Školská 116,Lehnice,93037,zssvjmlehnice@zoznam.sk,ZSk116DS
036094102,201,Základná škola,Školská 840,Lehnice,93037,riaditel@zslehnice.edu.sk,ZSk840DS
710055552,201,Základná škola s VJM,Hlavná 23,Mad,93014,eva.ivany@post.sk,ZHla23DS
710055560,201,Základná škola s VJM,Malé Dvorníky 277,Malé Dvorníky,92901,zsmaledvorniky@zoznam.sk,ZMa277DS
710055706,201,Základná škola s VJM,Mierovo 22,Mierovo,93041,zsmierovo@hotmail.hu,ZMie22DS
036094111,201,Základná škola s VJM,Nový Život 1,Nový Život,93038,riaditel@zsmnzivot.edu.sk,ZNovy1DS
710055714,201,Základná škola s VJM,Ohrady 20,Ohrady,93012,admin@zsmohrady.edu.sk,ZOhr20DS
037836391,201,Základná škola s VJM,Hlavná 509/22,Okoč,93028,riaditel@zsmokoc.edu.sk,ZHla22DS
036086606,201,Základná škola s MŠ VJM,Hlavná 193,Orechová Potôň,93002,zsorechovapoton@centrum.sk,ZHl193DS
710055730,201,Základná škola s VJM,Padáň 289,Padáň,92901,zs@zspadan.edu.sk,ZPa289DS
037847571,201,Základná škola s MŠ VJM,Pataš 228,Pataš,92901,noszak@zsmpatas.edu.sk,ZPa228DS
037836374,201,Základná škola s VJM,Rohovce 106,Rohovce,93030,zsrohovce106@hotmail.com,ZRo106DS
036081051,201,Základná škola s VJM,Hlavná 115,Topoľníky,93011,zstopolniky.riaditel@gmail.com,ZHl115DS
036081043,201,Zákl.škola s MŠ s VJM,Školská 492,Trhová Hradská,93013,trhovahradska.zs@gmail.com,ZSk492DS
710055811,201,Základná škola,Veľká Paka 253,Veľká Paka,93051,hasakovam@zoznam.sk,ZVe253DS
710055820,201,Základná škola s VJM,Veľké Blahovo 149,Veľké Blahovo,93001,zsvjmvblahovo@zoznam.sk,ZVe149DS
036081035,201,Základná škola s VJM,Bratislavská 622/38,Veľký Meder,93201,riaditel@zsbbvmeder.edu.sk,ZBra38DS
036081060,201,Základná škola,Nám. Bélu Bartóka 497/20,Veľký Meder,93201,riaditelka@zsvmeder.edu.sk,ZNam20DS
036094129,201,Základná škola s VJM,Školská 204,Vrakúň,93025,zsvrakun@gmail.com,ZSk204DS
710055854,201,Základná škola,Vydrany 613,Vydrany,93016,erika.domsitzova@gmail.com,ZVy613DS
710055846,201,Základná škola s VJM,Vydrany 613,Vydrany,93016,zssvjm.vydrany@hotmail.sk,ZVy613DS
036094081,201,Základná škola,Hlavná 25,Zlaté Klasy,93039,skola@zszlateklasy.net,ZHla25DS
036081027,201,Základná škola s VJM,Školská 784/8,Zlaté Klasy,93039,zsvjm.zklasy@atlas.sk,ZSkol8DS
036086568,201,Základná škola M.Bela,Kláštorná 4,Šamorín,93101,zssamorin@atlas.sk,ZKlas4DS
710160860,201,Základná škola s VJM,Mliečno 124,Šamorín,93101,zstejfalu@samorin.sk,ZMl124DS
036081001,201,Základná škola s VJM,Rybárska 1093/2,Šamorín,93101,sami@zscorvin.sk,ZRyba2DS
710266529,201,Súkr. ZŠ QSI,Záhradnícka 2/1006,Šamorín,93101,bratislava@qsi.org,SZahraDS
042404771,201,Základná škola,Školský rad 416/27,Štvrtok na Ostrove,93040,zsstvrtok@zsstvrtok.edu.sk,ZSko27DS
037851888,201,Základná škola s MŠ,Čenkovce 95,Čenkovce,93039,zscenkovce@iksnet.sk,ZCen95DS
037836412,201,ZŠ M.Kóczána s VJM,Hlavná 258,Čiližská Radvaň,93008,vedenie@koczanmorai.sk,ZHl258DS
037838385,202,Základná škola,Školská 4,Abrahám,92545,zsmtabraham@gmail.com,ZSkol4GA
710056133,202,Základná škola,Jána Majku 695,Dolná Streda,92563,riaditelka@zsdstreda.edu.sk,ZJa695GA
051278481,202,ZŠ s MŠ s VJM,Dolné Saliby 122,Dolné Saliby,92502,alapiskola@dolnesaliby.sk,ZDo122GA
051278383,202,ZŠ s MŠ,Dolné Saliby 19,Dolné Saliby,92502,zakladnaskola@dolnesaliby.sk,ZDol19GA
037838407,202,Základná škola,Mierová 1454/10,Galanta,92401,riaditel.zsgd@gmail.com,ZMie10GA
037838440,202,Základná škola,Štefánikova 745/01,Galanta,92401,zsstefanikga@gmail.com,ZStef01GA
037838423,202,Základná škola,Štvrť SNP 1415/49,Galanta,92401,riaditelka@zssnpga.edu.sk,ZStv49GA
036080527,202,Základná škola s VJM,Švermova 8,Galanta,92401,kodaly.galanta@gmail.com,ZSver8GA
037836714,202,Základ.škola s MŠ s VJM,Hlavná 299,Horné Saliby,92503,zs.szechenyi@stonline.sk,ZHl299GA
037836692,202,Základná škola s MŠ,Hlavná 299,Horné Saliby,92503,zsms.hsaliby@gmail.com,ZHl299GA
037836684,202,Základná škola,Školská 399,Jelka,92523,zs.slov.jelka@centrum.sk,ZSk399GA
036094242,202,Základná škola s VJM,Školská 399/1,Jelka,92523,zakladnaskolasvjm@stonline.sk,ZSkol1GA
710056036,202,Základná škola,Košúty 27,Košúty,92509,zakladnaskolakosuty@gmail.com,ZKos27GA
042286441,202,Základná škola s MŠ,Salibská 6,Kráľov Brod,92541,zskbrod@gmail.com,ZSali6GA
710055960,202,Základná škola,Hlavná 525,Matúškovo,92501,zsjankamatusku@zoznam.sk,ZHl525GA
037840576,202,ZŠ s MŠ s VJM,Mostová 210,Mostová,92507,hidaskurt-ai@mail.t-com.sk,ZMo210GA
037838393,202,Základná škola,Školská 240,Pata,92553,zspata240@gmail.com,ZSk240GA
710056095,202,Základná škola,Pusté Sady 43,Pusté Sady,92554,obecpustesady@mail.t-com.sk,ZPus43GA
036086681,202,Základná škola,Hlavná 86,Pusté Úľany,92528,m.slobodova@zspusteulany.sk,ZHla86GA
034003304,202,CZŠ sv. Cyrila a Metoda,Komenského 3064/41,Sereď,92601,riaditel@czssered.edu.sk,CKom41GA
037839918,202,Základná škola,Ulica Fándlyho 763/7A,Sereď,92601,riaditel@zsjfsered.sk,ZUlic7GA
037836706,202,Základná škola,Ulica Komenského 1227/8,Sereď,92601,zskomsered@gmail.com,ZUlic8GA
036094218,202,ZŠ s MŠ S.Petöfiho sVJM,Fučíkova 425,Sládkovičovo,92521,riaditel@zsspsladkovicovo.edu.sk,ZFu425GA
710262299,202,ZŠ s MŠ ako o.z. Spoj.š,Školská 1087,Sládkovičovo,92521,zssladkovicovo@atlas.sk,ZSkolsGA
036090361,202,Základná škola s MŠ VJM,Tomášikovo 4,Tomášikovo,92504,zstomasikovo@centrum.sk,ZToma4GA
710056141,202,Základná škola,Topoľnica 2,Topoľnica,92592,zs.topolnica@gmail.com,ZTopo2GA
037838377,202,Základná škola s MŠ,Školská 647,Trstice,92542,zstrstice1@post.sk,ZSk647GA
037838431,202,Základ.škola s MŠ s VJM,Školská 647,Trstice,92542,zsmad@trstice.sk,ZSk647GA
710056168,202,Základná škola,Hlavná 888,Veľká Mača,92532,annastasjakova@centrum.sk,ZHl888GA
036080501,202,ZŠ s MŠ s VJM,Školský objekt č.888,Veľká Mača,92532,meszarosdavidzs@pobox.sk,ZSk888GA
036094226,202,Základná škola,Š. Majora 560,Veľké Úľany,92522,zsvulany@gmail.com,ZSM560GA
036090379,202,Základ.škola s VJM,Štefana Majora 8,Veľké Úľany,92522,zsborsos@stonline.sk,ZStef8GA
037840631,202,Základná škola s MŠ,Veľký Grob 382,Veľký Grob,92527,vgrob@zsvgrob.edu.sk,ZVe382GA
037840592,202,Základná škola,Vinohrady nad Váhom 347,Vinohrady nad Váhom,92555,zs.vinvah@tpx-net.sk,ZVi347GA
710056184,202,Základná škola s VJM,Hlavná 35,Vozokany,92505,zsvozokany@gmail.com,ZHla35GA
710056150,202,Základná škola,Hlavná 428,Váhovce,92562,skola@zsvahovce.edu.sk,ZHl428GA
036090352,202,Základná škola s VJM,Hlavná 428,Váhovce,92562,zsmvahovce@centrum.sk,ZHl428GA
037838415,202,Základná škola s MŠ,Zemianske Sady 162,Zemianske Sady,92554,riaditelzszemsady@gmail.com,ZZe162GA
037840517,202,Základná škola s MŠ,Mierové nám. 10,Šintava,92551,riaditel@zssintava.edu.sk,ZMie10GA
036080519,202,Základná škola s MŠ,Komenského 133,Šoporňa,92552,riaditelka@zssoporna.sk,ZKo133GA
710055870,202,Základná škola s VJM,Čierna Voda 22,Čierna Voda,92506,zsciernavoda@gmail.com,ZCie22GA
710055889,202,Základná škola s VJM,Hlavná 148,Čierny Brod,92508,aivizkelet@freemail.hu,ZHl148GA
037836722,202,Základná škola,Hlavná 148,Čierny Brod,92508,zsciernybrod@stonline.sk,ZHl148GA
036080462,203,Základná škola s MŠ,Bojničky 150,Bojničky,92055,zs-bojnicky@naex.sk,ZBo150HC
036090239,203,ZŠ s MŠ,Dolné Zelenice,Dolné Zelenice,92052,dzskola@gmail.com,ZDolneHC
036080454,203,Základná škola s MŠ,Dvorníky 149,Dvorníky,92056,zsdvorniky@zsdvorniky.edu.sk,ZDv149HC
051786222,203,ZŠ s MŠ,A. Felcána 4,Hlohovec,92001,zsfelcana@gmail.com,ZAFel4HC
051786150,203,ZŠ s MŠ,Koperníkova 24,Hlohovec,92001,zskopernikova24@gmail.com,ZKop24HC
036080403,203,Základná škola,M. R. Štefánika 30,Hlohovec,92001,jednotka@zshlohovec.edu.sk,ZMRS30HC
036078514,203,Základná škola,Podzámska 35,Hlohovec,92001,zs@zspodhlo.edu.sk,ZPod35HC
031825010,203,Základ. škola sv.Jozefa,Pribinova 35,Hlohovec,92001,skola@zspribhlo.edu.sk,ZPri35HC
036080420,203,Základná škola,Školská 165,Hlohovec,92003,zsvsuleka@gmail.com,ZSk165HC
036080861,203,Základná škola s MŠ,Horné Otrokovce 137,Horné Otrokovce,92062,skola@zshotrokovce.edu.sk,ZHo137HC
036080471,203,Základná škola s MŠ,Kľačany 263,Kľačany,92064,zs.ms.klacany@gmail.com,ZKl263HC
035602643,203,Základná škola,Nám. sv. Ignáca 31,Leopoldov,92041,zsleopoldov@gmail.com,ZNam31HC
036080438,203,Základná škola s MŠ,Železničná 102,Madunice,92242,skola@zsmadunice.edu.sk,ZZe102HC
036080489,203,Základná škola s MŠ,Pastuchov 210,Pastuchov,92063,zs.ms.pastuchov@gmail.com,ZPa210HC
036080446,203,Základná škola s MŠ,Trakovice 10,Trakovice,91933,zstrakovice@gmail.com,ZTra10HC
710058179,203,Základná škola,Žlkovce 250,Žlkovce,92042,zszlkovce@stonline.sk,ZZl250HC
036090212,203,Základná škola s MŠ,Osloboditeľov 9,Červeník,92042,cervenikzssms@gmail.com,ZOslo9HC
037836773,204,Základná škola s MŠ,Bananská 46,Banka,92101,zsbanka@gmail.com,ZBan46PN
050090828,204,ZŠ s MŠ,Nám. 1. mája 3,Chtelnica,92205,zschtelnica@gmail.com,ZNam13PN
710057962,204,Základná škola,Dolný Lopašov 249,Dolný Lopašov,92204,zs.dolnylopasov@centrum.sk,ZDo249PN
037836790,204,Základná škola s MŠ,Školská 907/2,Drahovce,92241,skola@zsdrahovce.edu.sk,ZSkol2PN
037984756,204,Základná škola s MŠ,Dubovany 177,Dubovany,92208,zakladnaskola.dubovany@gmail.com,ZDu177PN
710058039,204,Základná škola,Školská 318/3,Krakovany,92202,skolakrakovany@gmail.com,ZSkol3PN
037836781,204,Základná škola s MŠ,Na výhone 188,Moravany nad Váhom,92221,zsmoravany@zsmoravany.edu.sk,ZNa188PN
710058063,204,Základná škola,Ostrov 131,Ostrov,92201,zs.ostrov@zoznam.sk,ZOs131PN
036080331,204,Základná škola,Brezová 19,Piešťany,92101,zsbrezapy@gmail.com,ZBre19PN
035602651,204,Základná škola,E. F. Scherrera 40,Piešťany,92101,riaditelka@9zspn.sk,ZEFS40PN
036080349,204,Základná škola,Holubyho 15,Piešťany,92101,kontakt@zsholubyho.sk,ZHol15PN
037836617,204,Základná škola,Mojmírova 98,Piešťany,92101,skola@zsmojmirovapy.edu.sk,ZMoj98PN
036094196,204,Základná škola,Vajanského 35,Piešťany,92101,skola@zsmrspy.edu.sk,ZVaj35PN
710262272,204,Cirk.ZŠ ako o.z.Spoj.šk,Štefánikova 119,Piešťany,92101,css.piestany@gmail.com,CSt119PN
037838741,204,Základná škola s MŠ,Rakovice 15,Rakovice,92208,zsrakovice@zsrakovice.edu.sk,ZRak15PN
037836803,204,Základná škola s MŠ,Školská 19,Sokolovce,92231,skolasokolovce@gmail.com,ZSko19PN
710058136,204,Základná škola,Hlavná ulica 239/87,Trebatice,92210,riaditelkazs@trebatice.sk,ZHla87PN
710058152,204,Základná škola,Veselé 92,Veselé,92208,jana@zsvesele.edu.sk,ZVes92PN
036080322,204,Základná škola,Školská 5,Veľké Kostoľany,92207,zsvkostolany@gmail.com,ZSkol5PN
710058071,204,Základná škola,Školská 44,Veľké Orvište,92201,velkeorvisteskola@gmail.com,ZSko44PN
036094188,204,Základná škola,Komenského 2,Vrbové,92203,zskomenskehovrbove@gmail.com,ZKome2PN
037836625,204,Základná škola,Školská 4,Vrbové,92203,zsvrbove@zsvrbove.sk,ZSkol4PN
034028277,205,Základná škola,Záhorácka 919,Borský Mikuláš,90877,riaditelka@zsbormik.edu.sk,ZZa919SE
037837036,205,Základná škola s MŠ,Hviezdoslavova 215,Borský Svätý Jur,90879,riaditelka2@gmail.com,ZHv215SE
037837095,205,Základná škola s MŠ,Cerová 277,Cerová,90633,peter.mihaly@zscerova.edu.sk,ZCe277SE
048411931,205,ZŠ s MŠ,Dojč 137,Dojč,90602,zsdojc@zsdojc.edu.sk,ZDo137SE
710057091,205,Základná škola,Športová 259,Hlboké,90631,riaditelna.zshlboke@azet.sk,ZSp259SE
710057105,205,Základná škola s MŠ,Hradište pod Vrátnom 44,Hradište pod Vrátnom,90612,materska.skola@post.sk,ZHra44SE
037836994,205,Základná škola,Školská 1,Jablonica,90632,zsjablonica@pobox.sk,ZSkol1SE
710057130,205,Základná škola,Koválov 216,Koválov,90603,skolkov@azet.sk,ZKo216SE
710057148,205,Základná škola s MŠ,Nová 203,Kuklov,90878,skola@obeckuklov.sk,ZNo203SE
031827829,205,Základná škola,Školská 694,Kúty,90801,zsradlinskeho@gmail.com,ZSk694SE
037837117,205,Základná škola s MŠ,Lakšárska Nová Ves 397,Lakšárska Nová Ves,90876,zssmslnv@gmail.com,ZLa397SE
710057172,205,Základná škola s MŠ,Výhony 11,Osuské,90612,zs.s.ms.osuske@zoznam.sk,ZVyh11SE
037850768,205,Základná škola s MŠ,Plavecký Peter 89,Plavecký Peter,90635,zsplaveckypeter@szm.sk,ZPla89SE
710057270,205,Základná škola,Prievaly 187,Prievaly,90634,zs.prievaly@zoznam.sk,ZPr187SE
037837028,205,Základná škola,Sekule 119,Sekule,90880,skola@zssekule.edu.sk,ZSe119SE
042399769,205,Základná škola s MŠ,J.Mudrocha 1343/19,Senica,90501,4zssenica@mail.t-com.sk,ZJMu19SE
034028226,205,Základná škola,Komenského 959,Senica,90501,riaditel@dvojka.sk,ZKo959SE
031827705,205,Základná škola,Sadová 620,Senica,90501,riaditelka@zs3senica.sk,ZSa620SE
034028218,205,Základná škola,V. Paulínyho-Tótha 32,Senica,90501,zs1senica@gmail.com,ZVPa32SE
037840657,205,Základná škola s MŠ,Smolinské 407,Smolinské,90842,skolsmol@centrum.sk,ZSm407SE
710057342,205,Základná škola,Školská 33,Smrdáky,90603,zssmrdaky@gmail.com,ZSko33SE
037837079,205,Základná škola,Sobotište 317,Sobotište,90605,sobotiste@post.sk,ZSo317SE
710057318,205,Základná škola,Šajdíkove Humence 102,Šajdíkove Humence,90607,zs.saj.humence@gmail.com,ZSa102SE
037837052,205,Základná škola,Štúrova 1115,Šaštín-Stráže,90841,zssastin@gmail.com,ZSturoSE
037837001,205,Základná škola s MŠ,Štefanov 329,Štefanov,90645,zsms.stefanov@gmail.com,ZSt329SE
710057075,205,Základná škola,Častkov 130,Častkov,90604,zscastkov@post.sk,ZCa130SE
037837044,205,Základná škola,Školská 285,Čáry,90843,zscary@zoznam.sk,ZSk285SE
037838512,206,Základná škola,Školská 281,Brodské,90885,zsbrodske@gmail.com,ZSk281SI
036080799,206,Základná škola s MŠ,Pionierska 697,Gbely,90845,zsgbely@zsgbely.sk,ZPi697SI
037838334,206,Základná škola,Bernolákova 5,Holíč,90851,riaditel@zs-holic.sk,ZBern5SI
037838326,206,Základná škola,Školská 2,Holíč,90851,2zsholic@zoznam.sk,ZSkol2SI
037838521,206,Základná škola,Sasinkova 530,Kopčany,90848,zs@kopcany.sk,ZSa530SI
710057180,206,Základná škola,Petrova Ves 90,Petrova Ves,90844,zspetrovaves@gmail.com,ZPet90SI
710057237,206,Základná škola,Popudinské Močidľany 140,Popudinské Močidľany,90861,zs.popudiny@atlas.sk,ZPo140SI
710178387,206,Základná škola s MŠ,Prietržka 92,Prietržka,90849,zsprietrzka@zoznam.sk,ZPri92SI
037838474,206,Základná škola,Radošovce 338,Radošovce,90863,zsradosovce@gmail.com,ZRa338SI
037990845,206,Súkromná základná škola,Gorkého 4,Skalica,90901,zsstvorlistok@zsstvorlistok.sk,SGork4SI
037838504,206,Základná škola,Mallého 2,Skalica,90901,zs.malleho2@centrum.sk,ZMall2SI
037838491,206,Základná škola,Strážnická 1,Skalica,90901,3zsskalica@centrum.sk,ZStra1SI
037838181,206,Základná škola,Vajanského 2,Skalica,90901,info@zsvajanskeho.sk,ZVaja2SI
037838580,206,Základná škola s MŠ,Unín 420,Unín,90846,zssmsunin@gmail.com,ZUn420SI
710057369,206,Základná škola s MŠ,Vrádište 226,Vrádište,90849,zs@vradiste.sk,ZVr226SI
037842501,207,Základná škola s MŠ,Bohdanovce nad Trnavou 41,Bohdanovce nad Trnavou,91909,admin@zsbohdanovcett.edu.sk,ZBoh41TT
037836463,207,Základná škola s MŠ,Boleráz 456,Boleráz,91908,skola@zsboleraz.edu.sk,ZBo456TT
036080870,207,Základná škola s MŠ,J. Nižnanského 1,Brestovany,91927,zs.brestovany@gmail.com,ZJNiz1TT
037836552,207,Základná škola s MŠ,Bučany 155,Bučany,91928,zsbucany@gmail.com,ZBu155TT
036093939,207,Základná škola,SNP 5,Cífer,91943,riaditelzscifer@gmail.com,ZSNP55TT
037836471,207,Základná škola s MŠ,Dechtice 514,Dechtice,91953,skola@zsdechtice.edu.sk,ZDe514TT
036093815,207,Základná škola s MŠ,Dobrá Voda 150,Dobrá Voda,91954,skoladvoda@gmail.com,ZDo150TT
036080586,207,Základná škola s MŠ,Školská 439/12,Dolná Krupá,91965,zsdkrupa@gmail.com,ZSko12TT
037850946,207,Základná škola s MŠ,Dolné Dubové 213,Dolné Dubové,91952,zssmsdolnedubove@gmail.com,ZDo213TT
037836480,207,Základná škola s MŠ,Dolné Orešany 209,Dolné Orešany,91902,riaditel.zsdoresany@gmail.com,ZDo209TT
036090387,207,Základná škola s MŠ,Horné Orešany 31,Horné Orešany,91903,skola@zshoresany.edu.sk,ZHor31TT
031875408,207,Základná škola s MŠ,Kostolná 28,Hrnčiarovce nad Parnou,91935,riaditel.zshrnciarovce@gmail.com,ZKos28TT
037836579,207,Základná škola s MŠ,Jaslovské Bohunice 341,Jaslovské Bohunice,91930,zsjbohunice@gmail.com,ZJa341TT
036080691,207,Základná škola s MŠ,Križovany nad Dudváhom 25,Križovany nad Dudváhom,91924,zs.krizovany@gmail.com,ZKri25TT
037836544,207,Základná škola s MŠ,Kátlovce 195,Kátlovce,91955,zskatlovce@gmail.com,ZKa195TT
036093734,207,Základná škola,Majcichov 536,Majcichov,91922,ucitelia@zsjpmajcichov.edu.sk,ZMa536TT
037842251,207,Základná škola s MŠ,Malženice 203,Malženice,91929,skolamalzenice@gmail.com,ZMa203TT
036090344,207,Základná škola s MŠ,Ružindol 3,Ružindol,91961,skolaruzindol@gmail.com,ZRuzi3TT
037836498,207,Základná škola s MŠ,Komenského 3,Smolenice,91904,zssmolenice@smolenice.com,ZKome3TT
037836510,207,Základná škola s MŠ,Suchá nad Parnou 55,Suchá nad Parnou,91901,zssuchanadparnou@gmail.com,ZSuc55TT
036080543,207,Základná škola s MŠ,Andreja Kubinu 34,Trnava,91701,zskubinu@pobox.sk,ZAnd34TT
036080756,207,Základná škola s MŠ,Atómová 1,Trnava,91701,zs.3@stonline.sk,ZAtom1TT
017643902,207,ZŠ s MŠ Angely Merici,Halenárska 45,Trnava,91701,zsmsangelymerici@gmail.com,ZHal45TT
036080829,207,Základná škola s MŠ,Ivana Krasku 29,Trnava,91705,info@zsik.trnava.sk,ZIva29TT
037990357,207,Základná škola s MŠ,Kornela Mahra 11,Trnava,91708,info@zskm.trnava.sk,ZKor11TT
042165393,207,Súkromná ZŠ BESST,Limbová 3,Trnava,91702,repasova@besst.sk,SLimb3TT
036080772,207,Základná škola s MŠ,Nám.Slov.uč.tovarišstva 1,Trnava,91701,info@zssut.trnava.sk,ZNamS1TT
037990373,207,Základná škola s MŠ,Spartakovská 5,Trnava,91701,skola@zsspartaktt.edu.sk,ZSpar5TT
036080594,207,ZŠ s MŠ,Ulica Jána Bottu 27,Trnava,91700,skola@zsbott.edu.sk,ZUli27TT
037990365,207,ZŠ s MŠ,Ulica Maxima Gorkého 21,Trnava,91700,info@zsmg.trnava.sk,ZUli21TT
031875394,207,Základná škola s MŠ,Vančurova 38,Trnava,91701,admin@zsvancurovatt.edu.sk,ZVan38TT
036080683,207,Základná škola s MŠ,Trstín 457,Trstín,91905,zssmstrstin@gmail.com,ZTr457TT
037842498,207,Základná škola s MŠ,Vlčkovce 1,Vlčkovce,91923,riaditelskolavlckovce@gmail.com,ZVlck1TT
037836536,207,Základná škola s MŠ,Voderady 160,Voderady,91942,zs.voderady@gmail.com,ZVo160TT
034017381,207,Základná škola s MŠ,Športová 33,Zavar,91926,andreamrstakova@gmail.com,ZSpo33TT
037836561,207,Základná škola s MŠ,Školská 4,Zeleneč,91921,zs.zelenec@apo.sk,ZSkol4TT
036093751,207,Základná škola s MŠ,Hlavná 626/2,Špačince,91951,zsspacince@stonline.sk,ZHlav2TT
036080608,207,Základná škola s MŠ,Školská 3,Šúrovce,91925,zssurovce@atlas.sk,ZSkol3TT
036128414,301,Základná škola,Duklianska 1,Bánovce nad Bebravou,95701,admin@zs1bn.edu.sk,ZDukl1BN
036128406,301,Základná škola,Gorazdova 1319/6,Bánovce nad Bebravou,95704,skola@zsgorazdovabn.edu.sk,ZGora6BN
036128473,301,Základná škola,J. A. Komenského 1290/1,Bánovce nad Bebravou,95704,zskom@centrum.cz,ZJAKo1BN
036128481,301,Základná škola,Partizánska 6,Bánovce nad Bebravou,95701,zs4.bn@pbi.sk,ZPart6BN
031202659,301,Základná škola,Školská 1123/29,Bánovce nad Bebravou,95701,zs3.bn@pbi.sk,ZSko29BN
036129674,301,Základná škola s MŠ,Dvorec 63,Dvorec,95655,zdkladek@zsdvorec.edu.sk,ZDvo63BN
036128392,301,Základná škola,Rybany 355,Rybany,95636,zsrybany@gmail.com,ZRy355BN
031202641,301,Základná škola s MŠ,Slatina nad Bebravou 154,Slatina nad Bebravou,95653,fajer@zsslatbeb.edu.sk,ZSl154BN
036128538,301,Základná škola s MŠ,SNP 5,Uhrovec,95641,skola@zsuhrovec.edu.sk,ZSNP55BN
036128490,301,Základná škola,Zlatníky 62,Zlatníky,95637,zlatskol@gmail.com,ZZla62BN
036128503,301,Základná škola,Šišov 74,Šišov,95638,zssisov@gmail.com,ZSis74BN
036124672,302,Základná škola s MŠ,Bolešov 276,Bolešov,01853,zsbolesov@zsbolesov.edu.sk,ZBo276IL
035678127,302,Základná škola s MŠ,Centrum I 32,Dubnica nad Váhom,01841,zscidca@stonline.sk,ZCen32IL
031202284,302,Základná škola s MŠ,Centrum II 87,Dubnica nad Váhom,01841,sekretariat@skolac2.sk,ZCen87IL
035678119,302,Základná škola s MŠ,Pod hájom 967,Dubnica nad Váhom,01841,zspodhajom@gmail.com,ZPo967IL
042378001,302,ZŠ s MŠ sv. Dominika S.,Školská 386,Dubnica nad Váhom,01841,zssds@stonline.sk,ZSk386IL
710220367,302,Základná škola,Dulov 71,Dulov,01852,zsdulov@gmail.com,ZDul71IL
037914707,302,Základná škola s MŠ,Horná Poruba 84,Horná Poruba,01835,zs.hornaporuba84@gmail.com,ZHor84IL
036124664,302,Základná škola,Medňanská 514/5,Ilava,01901,zsmedil@stonline.sk,ZMedn5IL
036124656,302,Základná škola s MŠ,Školská ulica 243/1,Košeca,01864,zs-koseca@zskoseca.edu.sk,ZSkol1IL
037914782,302,Základná škola s MŠ,Košecké Podhradie 301,Košecké Podhradie,01831,zsmskospod@gmail.com,ZKo301IL
036124711,302,Základná škola,Vážska 399,Ladce,01863,zs.ladce@zoznam.sk,ZVa399IL
036124613,302,Základná škola s MŠ,Mikušovce 16,Mikušovce,01857,skola@zsmikusovce.sk,ZMik16IL
